kp_0,kp_1,kp_2,kp_3,kp_4,kp_5,kp_6,kp_7,kp_8,kp_9,kp_10,kp_11,kp_12,kp_13,kp_14,kp_15,kp_16,kp_17,kp_18,kp_19,kp_20,kp_21,kp_22,kp_23,kp_24,kp_25,kp_26,kp_27,kp_28,kp_29,kp_30,kp_31,kp_32,kp_33,kp_34,kp_35,kp_36,kp_37,kp_38,kp_39,kp_40,kp_41,kp_42,kp_43,kp_44,kp_45,kp_46,kp_47,kp_48,kp_49,kp_50,kp_51,kp_52,kp_53,kp_54,kp_55,kp_56,kp_57,kp_58,kp_59,kp_60,kp_61,kp_62,label,label_index
-0.2808077335357666,0.3387738764286041,0.10886887460947037,-0.204787939786911,0.25357669591903687,0.08967853337526321,-0.132079616189003,0.13634979724884033,0.05487537011504173,-0.04386546462774277,0.05283127725124359,0.01757996715605259,0.04777465760707855,0.0006720693199895322,-0.014280705712735653,-0.23682405054569244,-0.12957428395748138,0.06447932869195938,0.0038620010018348694,-0.10383342206478119,0.006891747936606407,0.1329479068517685,-0.029774613678455353,-0.034313179552555084,0.21230898797512054,0.030200134962797165,-0.059152208268642426,-0.2487470507621765,-0.15421999990940094,0.043874356895685196,0.029355134814977646,-0.1402999460697174,-0.0060035656206309795,0.15632453560829163,-0.05937903746962547,-0.025848619639873505,0.2357393056154251,0.02089330554008484,-0.03327278420329094,-0.23485015332698822,-0.1276588886976242,0.020333269611001015,0.03411240130662918,-0.11712632328271866,-0.03064841963350773,0.15630118548870087,-0.03740043193101883,-0.037798523902893066,0.23042809963226318,0.042411550879478455,-0.03195096552371979,-0.20082788169384003,-0.06163504719734192,-0.005816515535116196,0.023020030930638313,-0.026013227179646492,-0.04252590239048004,0.12809114158153534,0.029844021424651146,-0.046600427478551865,0.1925259679555893,0.08136279881000519,-0.03836963698267937,0,0
-0.0781041607260704,0.4134765565395355,-0.000844610040076077,0.046648088842630386,0.30344295501708984,0.10209750384092331,0.08921349793672562,0.16225838661193848,0.12687906622886658,0.14586292207241058,0.0689503625035286,0.10923846065998077,0.16910888254642487,-0.024211440235376358,0.08926490694284439,-0.12797105312347412,0.034018345177173615,0.17343179881572723,-0.07255901396274567,-0.11666285246610641,0.13610152900218964,0.05200784280896187,-0.1295558512210846,0.08871525526046753,0.1486344188451767,-0.09200257807970047,0.06131120026111603,-0.16817699372768402,0.04428746923804283,0.07573719322681427,-0.11372359097003937,-0.145101860165596,0.0268474742770195,0.04671645537018776,-0.15539681911468506,-0.025853803381323814,0.15439090132713318,-0.10524911433458328,-0.04854860156774521,-0.19435538351535797,0.06649240851402283,-0.026126092299818993,-0.12968242168426514,-0.12137620896100998,-0.08113713562488556,0.03635529801249504,-0.11585734039545059,-0.09690701216459274,0.1315695345401764,-0.0634329617023468,-0.09090285003185272,-0.19157107174396515,0.1026187539100647,-0.12234413623809814,-0.09931466728448868,-0.049078911542892456,-0.16919991374015808,0.03333086520433426,-0.055585961788892746,-0.1700744330883026,0.12161926180124283,-0.02203378453850746,-0.15768587589263916,0,0
-0.12033101916313171,0.4594097435474396,-0.016702046617865562,0.025283876806497574,0.2823534607887268,0.08395874500274658,0.07461386173963547,0.14937368035316467,0.10152649134397507,0.13974563777446747,0.0531669557094574,0.07883726060390472,0.15712465345859528,-0.02568904682993889,0.057009827345609665,-0.24386195838451385,0.01911095529794693,0.14336276054382324,-0.07758594304323196,-0.12421102821826935,0.11013460904359818,0.056002743542194366,-0.11116863042116165,0.060106486082077026,0.14069655537605286,-0.0590699203312397,0.02927315980195999,-0.27010634541511536,0.02324795536696911,0.05475424602627754,-0.0688113197684288,-0.15901029109954834,0.021787608042359352,0.07531771063804626,-0.12971997261047363,-0.02051360160112381,0.16038720309734344,-0.055626217275857925,-0.04075414687395096,-0.24778391420841217,0.041738588362932205,-0.03586399182677269,-0.05914461985230446,-0.14519564807415009,-0.05851173773407936,0.08434098958969116,-0.11400188505649567,-0.06221023201942444,0.16204018890857697,-0.048284199088811874,-0.056352391839027405,-0.18292182683944702,0.07381319254636765,-0.12270145863294601,-0.02804274670779705,-0.06515822559595108,-0.1278536170721054,0.07707681506872177,-0.05374175310134888,-0.10901467502117157,0.14595963060855865,-0.011337636038661003,-0.09027332067489624,0,0
-0.11303192377090454,0.467363566160202,0.007894770242273808,0.03412756323814392,0.2944539785385132,0.08036564290523529,0.0822809487581253,0.1533876657485962,0.0862988531589508,0.14879631996154785,0.05112667381763458,0.059229929000139236,0.1749580055475235,-0.02755110338330269,0.035005565732717514,-0.24618501961231232,0.02344716340303421,0.12578251957893372,-0.08961606025695801,-0.13349127769470215,0.08357496559619904,0.05171608552336693,-0.12450654804706573,0.032662179321050644,0.14147046208381653,-0.07169334590435028,0.0042533278465271,-0.27272066473960876,0.0314938984811306,0.05421321094036102,-0.07773303240537643,-0.16455017030239105,0.01637033186852932,0.07194919884204865,-0.13512037694454193,-0.020821694284677505,0.15666094422340393,-0.06029606610536575,-0.03555067256093025,-0.24869003891944885,0.05277686193585396,-0.02028665319085121,-0.0660814642906189,-0.14517302811145782,-0.049790091812610626,0.08204013854265213,-0.11846553534269333,-0.05402142181992531,0.16267985105514526,-0.05127677693963051,-0.045597489923238754,-0.18309371173381805,0.0850222185254097,-0.09231974929571152,-0.032260604202747345,-0.060515183955430984,-0.10494325309991837,0.0756315141916275,-0.0537949874997139,-0.0903828889131546,0.1471022367477417,-0.01263749785721302,-0.07193735986948013,0,0
-0.12641316652297974,0.432492196559906,-0.08912275731563568,0.009832757525146008,0.26504451036453247,0.08035753667354584,0.060830723494291306,0.14433711767196655,0.12707538902759552,0.12856508791446686,0.06251231580972672,0.12149801850318909,0.15447068214416504,-0.013659349642693996,0.11424597352743149,-0.22362768650054932,0.012836087495088577,0.14947611093521118,-0.07600300759077072,-0.11499641835689545,0.14793479442596436,0.047851335257291794,-0.10777295380830765,0.11677206307649612,0.12578517198562622,-0.06265413016080856,0.09497463703155518,-0.2456124722957611,0.019405925646424294,0.03259066119790077,-0.06592992693185806,-0.1460912674665451,0.026117052882909775,0.07221289724111557,-0.12104208022356033,-0.005353822838515043,0.1499260514974594,-0.05392490327358246,-0.02205091156065464,-0.2254340797662735,0.03546244651079178,-0.08170211315155029,-0.05775736644864082,-0.12986209988594055,-0.07542593777179718,0.08093053102493286,-0.1047268882393837,-0.0676048994064331,0.1515018492937088,-0.04729751497507095,-0.06142085790634155,-0.1650286167860031,0.05858149752020836,-0.18743082880973816,-0.01870567724108696,-0.06255625933408737,-0.16654162108898163,0.08078060299158096,-0.052507661283016205,-0.1372927725315094,0.14182370901107788,-0.013580357655882835,-0.11709563434123993,0,0
-0.11735641956329346,0.4598110616207123,-0.04434061795473099,0.02595449797809124,0.2830553352832794,0.0801287442445755,0.06724980473518372,0.15304607152938843,0.1111898273229599,0.13055697083473206,0.060274165123701096,0.09740766882896423,0.15056602656841278,-0.011628200300037861,0.0847020298242569,-0.23755857348442078,0.019019100815057755,0.1422775536775589,-0.09011933952569962,-0.12787890434265137,0.11791113018989563,0.04458224028348923,-0.11915072798728943,0.07403171807527542,0.13156147301197052,-0.07333997637033463,0.04649124667048454,-0.25932106375694275,0.026125239208340645,0.0455288290977478,-0.07345662266016006,-0.1523255705833435,0.017498821020126343,0.07336984574794769,-0.13202418386936188,-0.0216272734105587,0.1579204797744751,-0.06277395784854889,-0.040810611099004745,-0.23557184636592865,0.043431103229522705,-0.05184810981154442,-0.060792528092861176,-0.1317637413740158,-0.06373870372772217,0.08418700098991394,-0.11012604087591171,-0.06094350665807724,0.15859541296958923,-0.047337498515844345,-0.05335039272904396,-0.16789399087429047,0.07297537475824356,-0.14470773935317993,-0.01961217261850834,-0.06266281008720398,-0.13591088354587555,0.08609094470739365,-0.06237366423010826,-0.11035134643316269,0.15104827284812927,-0.02435259521007538,-0.08953840285539627,0,0
-0.14208129048347473,0.4108496904373169,-0.039597295224666595,-0.0027590952813625336,0.2786083221435547,0.11830949783325195,0.04897173121571541,0.16313233971595764,0.15481160581111908,0.11848819255828857,0.09392128139734268,0.14421719312667847,0.1401953250169754,0.029954083263874054,0.1336280107498169,-0.21070648729801178,0.0011693360283970833,0.12304247915744781,-0.08098462224006653,-0.1490798443555832,0.10495631396770477,0.043328285217285156,-0.13615885376930237,0.08639256656169891,0.1163252666592598,-0.07313397526741028,0.08146421611309052,-0.2309035062789917,0.013685590587556362,0.010116388089954853,-0.06835971772670746,-0.17152045667171478,-0.00698428088799119,0.07340914756059647,-0.13925433158874512,-0.005524762440472841,0.1329503059387207,-0.06355630606412888,0.007870873436331749,-0.20523783564567566,0.037677813321352005,-0.09862975031137466,-0.044894009828567505,-0.1482207179069519,-0.10773271322250366,0.09223054349422455,-0.10734622925519943,-0.06127166375517845,0.13918448984622955,-0.038134802132844925,-0.01957867480814457,-0.14368773996829987,0.07282604277133942,-0.1990957111120224,0.0011786483228206635,-0.061465390026569366,-0.19049641489982605,0.09282617270946503,-0.03572412207722664,-0.139909029006958,0.1305258721113205,0.021771155297756195,-0.09598880261182785,0,0
-0.1454993635416031,0.4129249155521393,-0.044447485357522964,-0.006955103017389774,0.27118170261383057,0.12300396710634232,0.04327452927827835,0.15460661053657532,0.16070975363254547,0.11306386440992355,0.08285940438508987,0.14798887073993683,0.12948821485042572,0.013748932629823685,0.13481955230236053,-0.21221481263637543,-0.0038875755853950977,0.12859481573104858,-0.07877252995967865,-0.15511520206928253,0.11207599192857742,0.04698508232831955,-0.1322685033082962,0.0938558503985405,0.1126752495765686,-0.0629941001534462,0.08889050781726837,-0.2295909970998764,0.00924512930214405,0.00863949116319418,-0.06150652840733528,-0.17663714289665222,-0.006468045525252819,0.08016268908977509,-0.13093337416648865,-0.0058942995965480804,0.1306486278772354,-0.04621842876076698,0.006316508166491985,-0.2022647261619568,0.034873172640800476,-0.10647477209568024,-0.03831993788480759,-0.14834825694561005,-0.11169501394033432,0.09863022714853287,-0.09534621983766556,-0.0620209239423275,0.13604258000850677,-0.01947837509214878,-0.01906413957476616,-0.14110231399536133,0.07181595265865326,-0.21286848187446594,0.004633067641407251,-0.06442280113697052,-0.1982339471578598,0.09561743587255478,-0.036856889724731445,-0.14218883216381073,0.12500451505184174,0.02125094272196293,-0.09553936123847961,0,0
-0.16959765553474426,0.3569234609603882,0.1029641255736351,-0.008552785962820053,0.2874005436897278,0.13584870100021362,0.06652399897575378,0.19592870771884918,0.10855018347501755,0.1463598906993866,0.12172559648752213,0.05961695313453674,0.18949134647846222,0.04200838878750801,0.012649321928620338,-0.22995564341545105,0.0028379415161907673,0.10405351966619492,-0.0807083323597908,-0.17830464243888855,0.03938620537519455,0.06521551311016083,-0.12660177052021027,-0.005591930355876684,0.13800209760665894,-0.03562379628419876,-0.025513453409075737,-0.26507097482681274,0.006200254894793034,0.04808643087744713,-0.06893851608037949,-0.20262105762958527,-0.0035891099832952023,0.0907311663031578,-0.13367290794849396,-0.02740352414548397,0.15533314645290375,-0.034027326852083206,-0.03602549061179161,-0.2520798444747925,0.03483835980296135,-0.009418725967407227,-0.06302084773778915,-0.19315023720264435,-0.06440204381942749,0.09859809279441833,-0.12520307302474976,-0.05872257798910141,0.15798602998256683,-0.029892291873693466,-0.04362652078270912,-0.196603924036026,0.07880499958992004,-0.06369784474372864,-0.024822598323225975,-0.07610834389925003,-0.10543704032897949,0.09906142204999924,-0.03220294043421745,-0.09268952161073685,0.15204845368862152,0.04074016585946083,-0.07503767311573029,0,0
-0.13979734480381012,0.39980506896972656,0.06463844329118729,0.015474960207939148,0.2845681607723236,0.14158634841442108,0.06757693737745285,0.16473138332366943,0.1402198225259781,0.13789153099060059,0.08923929929733276,0.1062217503786087,0.15088479220867157,0.019247939810156822,0.07437636703252792,-0.2316267192363739,-0.0015076849376782775,0.12049060314893723,-0.0835452601313591,-0.17708519101142883,0.05467629060149193,0.06118953600525856,-0.1380922943353653,0.005459259729832411,0.13086003065109253,-0.043362945318222046,-0.013524958863854408,-0.26657959818840027,0.01359856128692627,0.041839949786663055,-0.06508971005678177,-0.1958487182855606,-0.012669081799685955,0.09190774708986282,-0.1333305835723877,-0.03420471400022507,0.14370734989643097,-0.031093936413526535,-0.034824904054403305,-0.24352961778640747,0.04582899808883667,-0.037629157304763794,-0.055958621203899384,-0.17716796696186066,-0.08208287507295609,0.09987078607082367,-0.11820143461227417,-0.06344809383153915,0.1440744400024414,-0.027551904320716858,-0.0374557189643383,-0.1771312803030014,0.09405355155467987,-0.11278537660837173,-0.011973340064287186,-0.07019094377756119,-0.13725467026233673,0.09710333496332169,-0.03507469221949577,-0.10729517787694931,0.1346893608570099,0.037435390055179596,-0.07633417844772339,0,0
-0.16994987428188324,0.39381974935531616,0.0990981012582779,-0.0022309315390884876,0.29397761821746826,0.13111083209514618,0.06533883512020111,0.18517795205116272,0.10774615406990051,0.13337963819503784,0.11167294532060623,0.06329254060983658,0.17316854000091553,0.04132585600018501,0.021487396210432053,-0.2287335991859436,-0.004308450501412153,0.09989025443792343,-0.08597464114427567,-0.19300468266010284,0.032132651656866074,0.06555500626564026,-0.1390949934720993,-0.01476980745792389,0.14038348197937012,-0.04716091230511665,-0.03486192598938942,-0.26224207878112793,0.009967192076146603,0.04514039680361748,-0.06326677650213242,-0.2065737545490265,-0.008223620243370533,0.0925273597240448,-0.13038426637649536,-0.02738850750029087,0.1516617238521576,-0.028670325875282288,-0.03011670894920826,-0.24310541152954102,0.0440204031765461,-0.011935767717659473,-0.05440633371472359,-0.18788836896419525,-0.06739560514688492,0.09811102598905563,-0.11601948738098145,-0.05729064345359802,0.15115715563297272,-0.02294609136879444,-0.03573137894272804,-0.18382461369037628,0.09120366722345352,-0.06623762845993042,-0.02260158769786358,-0.075279600918293,-0.10172485560178757,0.09530135989189148,-0.04073517769575119,-0.08362716436386108,0.14975044131278992,0.02089988999068737,-0.060594771057367325,0,0
-0.2830822467803955,0.19286511838436127,0.22448918223381042,-0.27231061458587646,0.21317896246910095,0.11076320707798004,-0.22433118522167206,0.17870494723320007,0.029200220480561256,-0.1503361463546753,0.11884105950593948,-0.0271617379039526,-0.08366920799016953,0.06353125721216202,-0.07943171262741089,-0.20233510434627533,-0.0171491876244545,0.0016444713110104203,-0.008866203017532825,-0.021968040615320206,-0.07989370822906494,0.10509084910154343,0.012685303576290607,-0.12475936859846115,0.19502586126327515,0.05356747284531593,-0.15025018155574799,-0.18016795814037323,-0.09499770402908325,0.03633297607302666,0.04477958381175995,-0.08752793073654175,-0.038870733231306076,0.1601363718509674,-0.025460900738835335,-0.0614471510052681,0.24174746870994568,0.04110013321042061,-0.07238873839378357,-0.14114651083946228,-0.12936396896839142,0.06933023035526276,0.06575647741556168,-0.12179996073246002,0.004261630587279797,0.17255143821239471,-0.06279498338699341,-0.013447527773678303,0.24471384286880493,0.004140636883676052,-0.019644465297460556,-0.09172181785106659,-0.12899979948997498,0.09614773094654083,0.061112452298402786,-0.11091478168964386,0.04588136076927185,0.14425510168075562,-0.06312481313943863,0.027690382674336433,0.20279854536056519,-0.014513502828776836,0.02155338227748871,0,0
-0.2678353786468506,0.20385833084583282,0.21710734069347382,-0.2542315721511841,0.210078626871109,0.084827721118927,-0.22658610343933105,0.17209424078464508,-0.0035542079713195562,-0.18096698820590973,0.1377590447664261,-0.06693074852228165,-0.12006921321153641,0.10425175726413727,-0.1259279102087021,-0.18443824350833893,-0.07898663729429245,0.007498683407902718,0.004394681192934513,-0.05522563308477402,-0.06788095086812973,0.10840880870819092,-0.0014763196231797338,-0.11681735515594482,0.18804073333740234,0.04816397652029991,-0.14742997288703918,-0.16154161095619202,-0.13004985451698303,0.04646090790629387,0.055285144597291946,-0.09206254035234451,-0.027212340384721756,0.16578234732151031,-0.022422267124056816,-0.061012327671051025,0.24677741527557373,0.04241872578859329,-0.08038848638534546,-0.12786675989627838,-0.13817597925662994,0.08124980330467224,0.07068903744220734,-0.11214696615934372,0.016962425783276558,0.17043974995613098,-0.050154902040958405,-0.005157625302672386,0.24419383704662323,0.010532580316066742,-0.013808634132146835,-0.08914849162101746,-0.11535558104515076,0.10748136788606644,0.054131049662828445,-0.09604769945144653,0.060510169714689255,0.1260673701763153,-0.043660297989845276,0.04802095517516136,0.17847461998462677,0.006607432384043932,0.04600157588720322,0,0
-0.3715779781341553,-0.3495013415813446,0.04731562361121178,-0.215142160654068,-0.31137627363204956,0.09846881777048111,-0.06601720303297043,-0.2028706967830658,0.09255482256412506,0.026198364794254303,-0.09607023000717163,0.07062964886426926,0.09135377407073975,-0.013905035331845284,0.05148432403802872,0.01940251886844635,-0.19595760107040405,0.052784182131290436,0.13836883008480072,-0.00841401144862175,0.016265802085399628,0.13338865339756012,0.10192438960075378,-0.0009226606343872845,0.10811075568199158,0.1621883660554886,-0.004808908794075251,-0.005922654643654823,-0.17299076914787292,0.003960796166211367,0.1053493320941925,0.0577847845852375,-0.019116327166557312,0.09338937699794769,0.16158916056156158,-0.017892802134156227,0.07055344432592392,0.21199068427085876,-0.013992966152727604,-0.05192165449261665,-0.14430637657642365,-0.042359162122011185,0.046644698828458786,0.07817982882261276,-0.04723238945007324,0.04592294245958328,0.17880643904209137,-0.026251688599586487,0.03723830357193947,0.23838213086128235,-0.013715212233364582,-0.11957059055566788,-0.11058352142572403,-0.0870150625705719,-0.050502631813287735,0.05121372267603874,-0.07555513083934784,-0.02525283955037594,0.14679928123950958,-0.050841037184000015,-0.010015532374382019,0.2171177864074707,-0.03376065567135811,0,0
-0.4183428883552551,-0.33601734042167664,-0.013351022265851498,-0.25102874636650085,-0.29157117009162903,0.04661788046360016,-0.0972881093621254,-0.1774987131357193,0.05278925970196724,-0.008401875384151936,-0.06723884493112564,0.03936511650681496,0.04826461151242256,0.026285480707883835,0.028934761881828308,-0.01006053015589714,-0.19006238877773285,0.054873671382665634,0.10348916798830032,-0.036342669278383255,0.03876608982682228,0.14427237212657928,0.06931646913290024,0.02478596195578575,0.1597408652305603,0.13572755455970764,0.019807331264019012,-0.024318868294358253,-0.17156019806861877,0.005375364795327187,0.09140130877494812,0.026938417926430702,0.005685203708708286,0.11897005885839462,0.13561713695526123,0.006577363703399897,0.12903600931167603,0.20880545675754547,0.007210823707282543,-0.06186290457844734,-0.13940274715423584,-0.044177211821079254,0.04720856621861458,0.06192470341920853,-0.03318873047828674,0.07625007629394531,0.1682531237602234,-0.013924636878073215,0.08972916752099991,0.24418732523918152,-0.0045595355331897736,-0.12309779226779938,-0.09634943306446075,-0.09279139339923859,-0.03681187331676483,0.052715711295604706,-0.06912203133106232,0.00044091124436818063,0.1498359888792038,-0.039599690586328506,0.022410379722714424,0.2264358252286911,-0.02007457986474037,0,0
0.0016270068008452654,0.4007304012775421,0.07087047398090363,0.1274244636297226,0.30507680773735046,-0.02568778023123741,0.18778030574321747,0.09812107682228088,-0.052921682596206665,0.10334546118974686,-0.0740751326084137,-0.07133595645427704,-0.0008613846730440855,-0.18241140246391296,-0.08145206421613693,0.10928273946046829,-0.04944207891821861,0.05586836114525795,0.09565825760364532,-0.21619731187820435,0.012365211732685566,0.07890010625123978,-0.326210618019104,0.0035117454826831818,0.047100652009248734,-0.4203481674194336,-0.0016543194651603699,0.0007621229742653668,-0.019192321226000786,0.06757500767707825,-0.0015630354173481464,-0.15640735626220703,-0.013282615691423416,0.04220755025744438,0.002475082641467452,-0.013236716389656067,0.041283898055553436,0.05302360653877258,0.018715593963861465,-0.08950071036815643,0.02933310531079769,0.06382019817829132,-0.09373421221971512,-0.07660895586013794,-0.057457439601421356,-0.025688115507364273,0.095100998878479,-0.027767609804868698,-0.02896692231297493,0.14313164353370667,0.030357813462615013,-0.18829236924648285,0.09077948331832886,0.05438578873872757,-0.17301127314567566,0.009371363557875156,-0.03862091526389122,-0.11482913792133331,0.12495081126689911,-0.01702408492565155,-0.11892638355493546,0.16879720985889435,0.02297092415392399,1,1
